temperature,pump cooler freq,concentration,light intensity
 temperature, pump cooler freq, concentration, light intensity
 25.45744, 14005, 95290.04, 1334.25
 25.42176, 14005, 96522.84, 1328.66
 25.65089, 14005, 95894.08, 1333.78
 25.14833, 14005, 94867.34, 1338.94
 25.25569, 14005, 92681.75, 1341.28
 25.55384, 14005, 95201.37, 1337.75
 25.57574, 14005, 92600.37, 1336.11
 25.40029, 14005, 93771.55, 1339.51
 25.41407, 14005, 94036.78, 1340.44
 25.39118, 14005, 94220.42, 1338.41
 25.47739, 14005, 91726.55, 1331.79
 25.09329, 14005, 96136.61, 1343.91
 24.87815, 14005, 97282.63, 1333.89
 25.13626, 14005, 92912.42, 1337.05
 25.34676, 14005, 95586.84, 1333.51
 25.20338, 14005, 95583.41, 1350.27
 25.61838, 14005, 97087.43, 1336.91
 25.35741, 14005, 94067.36, 1341.14
 25.17569, 14005, 92031.17, 1337.84
 25.42444, 14005, 96618.61, 1338.77
 25.30491, 14005, 94622.11, 1338.66
 25.55634, 14005, 97786.47, 1341.78
 25.24862, 14005, 93509.91, 1342.08
 24.92939, 14005, 96789.66, 1337.65
 25.5435, 14005, 95494.71, 1332.5
 25.14479, 14005, 92820.8, 1340.77
 24.93983, 14005, 95467.43, 1336.9
 25.08487, 14005, 94268.07, 1344.09
 25.67832, 14005, 93054.95, 1333.15
 25.29287, 14005, 94213.63, 1342.48
 25.96041, 14005, 95133.21, 1336.52
 25.41191, 14005, 93639.01, 1339.01
 25.22258, 14005, 93326.48, 1335.28
 25.74328, 14005, 97724.73, 1338.78
 25.06938, 14005, 95027.52, 1333.24
 25.66264, 14005, 95358.27, 1334.69
 25.23885, 14005, 94935.48, 1334.39
 25.49585, 14005, 94823.05, 1341.45
 25.39736, 14005, 95303.7, 1340.84
 25.45509, 14005, 95815.55, 1340.99
 25.66219, 14005, 91415.3, 1342.24
 25.67729, 14005, 93272.19, 1337.0
 25.45632, 14005, 95798.47, 1327.63
 25.49618, 14005, 94217.01, 1336.4
 25.81976, 14005, 95392.36, 1331.06
 25.50976, 14005, 94833.3, 1343.59
 24.52667, 14005, 95566.38, 1334.92
 25.87358, 14005, 92722.48, 1336.48
 25.50298, 14005, 95167.28, 1333.53
 25.20601, 14005, 96977.92, 1337.74
 26.10501, 14005, 92695.31, 1335.05
 25.74714, 14005, 95180.95, 1342.28
 25.37347, 14005, 93177.12, 1342.54
 25.55483, 14005, 94557.4, 1342.52
 25.35118, 14005, 95535.63, 1330.71
 25.56892, 14005, 95167.28, 1334.81
 24.98651, 14005, 95928.21, 1335.2
 25.53483, 14005, 94247.66, 1339.18
 24.84222, 14005, 94819.63, 1339.31
 25.78464, 14005, 93785.13, 1337.41
 25.34966, 14005, 95593.66, 1337.63
 25.56254, 14005, 96365.59, 1335.8
 25.28711, 14005, 96334.83, 1336.43
 25.64428, 14005, 93554.06, 1337.65
 24.92968, 14005, 94846.95, 1344.82
 25.56617, 14005, 93938.14, 1335.91
 24.91708, 14005, 95157.05, 1338.32
 25.8994, 14005, 96563.88, 1336.85
 25.09737, 14005, 96604.94, 1343.8
 25.3786, 14005, 94775.36, 1332.71
 25.55178, 14005, 93509.91, 1338.8
 25.40398, 14005, 94016.36, 1336.6
 25.69586, 14005, 97358.02, 1339.49
 25.55796, 14005, 94850.3, 1341.26
 25.19631, 14005, 93560.85, 1329.72
 25.15987, 14005, 93791.93, 1332.26
 25.09778, 14005, 97687.02, 1335.51
 25.07112, 14005, 96276.7, 1323.16
 25.55441, 14005, 97481.35, 1335.43
 25.09688, 14005, 96587.86, 1337.16
 25.52516, 14005, 93503.08, 1348.68
 25.37053, 14005, 94040.13, 1337.79
 25.75202, 14005, 93177.12, 1338.04
 25.40044, 14005, 93588.05, 1330.64
 25.66571, 14005, 95211.6, 1338.19
 25.56044, 14005, 94884.41, 1337.33
 25.15384, 14005, 94771.95, 1345.18
 25.53931, 14005, 93095.64, 1340.61
 25.01108, 14005, 96047.77, 1344.24
 25.0916, 14005, 94812.83, 1332.6
 25.05857, 14005, 95955.59, 1341.44
 25.63301, 14005, 92651.24, 1348.14
 25.53993, 14005, 95446.95, 1339.12
 25.56464, 14005, 95375.3, 1336.54
 25.41729, 14005, 94036.78, 1339.9
 25.02685, 14005, 92776.71, 1338.79
 25.60204, 14005, 97758.98, 1329.47
 25.79404, 14005, 93323.08, 1334.73
 25.34627, 14005, 95470.83, 1339.62
 25.73676, 14005, 98988.24, 1340.2
 25.48063, 14005, 95501.53, 1334.62
 25.49676, 14005, 94359.98, 1338.11
 25.22897, 14005, 90948.92, 1337.67
 25.15397, 14005, 96690.45, 1338.91
 25.6112, 14005, 94911.66, 1332.4
 25.45412, 14005, 93989.17, 1343.23
 25.46907, 14005, 96266.45, 1333.26
 25.5639, 14005, 96796.52, 1340.54
 24.88445, 14005, 93740.99, 1342.92
 25.58763, 14005, 95167.28, 1336.15
 24.60651, 14005, 95003.66, 1339.35
 24.88021, 14005, 91895.76, 1337.33
 25.4237, 14005, 93764.75, 1333.28
 25.62953, 14005, 94417.85, 1333.31
 25.00139, 14005, 94380.35, 1336.3
 25.51883, 14005, 95573.16, 1328.18
 25.51368, 14005, 94560.78, 1332.54
 25.54356, 14005, 94465.45, 1344.95
 25.6007, 14005, 95392.36, 1332.81
 24.46191, 14005, 93027.74, 1345.17
 25.47109, 14005, 94217.01, 1343.82
 25.34582, 14005, 95095.72, 1331.91
 25.63554, 14005, 94754.94, 1336.67
 25.47482, 14005, 93598.25, 1337.7
 25.08718, 14005, 92359.74, 1339.44
 25.85147, 14005, 93088.86, 1339.1
 25.84311, 14005, 94295.27, 1341.26
 25.56441, 14005, 94942.29, 1341.7
 25.40583, 14005, 96522.84, 1338.32
 25.14691, 14005, 97587.59, 1338.15
 25.4175, 14005, 95293.46, 1335.07
 25.0397, 14005, 93802.14, 1334.32
 25.39985, 14005, 97652.76, 1336.98
 25.75841, 14005, 93031.15, 1331.53
 25.6476, 14005, 94952.52, 1332.75
 25.31838, 14005, 96126.38, 1338.29
 25.26904, 14005, 100224.2, 1339.09
 25.66307, 14005, 94472.28, 1340.24
 25.20791, 14005, 96741.75, 1342.89
 25.74432, 14005, 92573.26, 1339.95
 25.62622, 14005, 95982.89, 1332.73
 25.84971, 14005, 94632.33, 1330.68
 25.81624, 14005, 94019.74, 1331.61
 25.64711, 14005, 95979.46, 1334.49
 25.45697, 14005, 95146.8, 1333.54
 25.3324, 14005, 94210.21, 1332.47
 25.6126, 14005, 94060.55, 1343.68
 25.5942, 14005, 96505.77, 1340.32
 25.61441, 14005, 96310.87, 1341.39
 25.73352, 14005, 94125.16, 1335.17
 25.57905, 14005, 98971.02, 1332.11
 25.72507, 14005, 94023.16, 1338.36
 25.5783, 14005, 94404.21, 1333.98
 24.99968, 14005, 95385.55, 1336.73
 25.82655, 14005, 96669.94, 1337.0
 25.38129, 14005, 94281.7, 1337.27
 25.83832, 14005, 94377.0, 1340.84
 25.68026, 14005, 95030.91, 1334.22
 25.71582, 14005, 97460.77, 1341.22
 25.37608, 14005, 94145.59, 1331.85
 25.27501, 14005, 95726.77, 1338.61
 25.45369, 14005, 97015.57, 1331.16
 25.27806, 14005, 92905.6, 1338.77
 24.75955, 14005, 95317.3, 1334.77
 25.81058, 14005, 95313.95, 1330.7
 26.13659, 14005, 94608.45, 1340.48
 25.38128, 14005, 95337.79, 1338.15
 25.28084, 14005, 94247.66, 1341.12
 25.51551, 14005, 93346.88, 1342.16
 25.31383, 14005, 92508.88, 1335.99
 25.84492, 14005, 92153.11, 1337.19
 25.41231, 14005, 95764.32, 1332.93
 25.43526, 14005, 95283.22, 1335.52
 25.41743, 14005, 96348.47, 1337.84
 25.50423, 14005, 93635.63, 1339.7
 25.45009, 14005, 92146.3, 1336.24
 26.00863, 14005, 95000.24, 1340.55
 25.61424, 14005, 95709.7, 1334.41
 25.2146, 14005, 94547.2, 1338.04
 25.52194, 14005, 94428.01, 1340.74
 25.20992, 14005, 94278.29, 1326.42
 25.41112, 14005, 96622.04, 1336.35
 25.44123, 14005, 98517.46, 1338.88
 25.61502, 14005, 92539.38, 1343.83
 25.40689, 14005, 93849.73, 1344.94
 25.62978, 14005, 94915.05, 1335.17
 25.3671, 14005, 91746.88, 1342.07
 25.16668, 14005, 91442.41, 1340.29
 25.72435, 14005, 94601.65, 1332.11
 25.37862, 14005, 95709.7, 1336.85
 25.90732, 14005, 94901.43, 1333.58
 25.41134, 14005, 96488.67, 1335.15
 25.0973, 14005, 96775.97, 1335.88
 25.66839, 14005, 95924.81, 1333.84
 25.58403, 14005, 93095.64, 1342.58
 25.60359, 14005, 94577.84, 1333.06
 25.55472, 14005, 96700.72, 1331.93
 25.19181, 14005, 98617.03, 1339.61
 25.73146, 14005, 94584.66, 1338.7
 24.86386, 14005, 95914.56, 1335.58
 25.85217, 14005, 96488.67, 1331.19
 24.94318, 14005, 94727.67, 1341.76
 25.86955, 14005, 95307.1, 1338.95
 25.40314, 14005, 94758.36, 1337.6
 25.74088, 14005, 95539.06, 1335.22
 25.31876, 14005, 95358.27, 1338.65
 25.81249, 14005, 96926.55, 1333.13
 25.30475, 14005, 96899.15, 1337.17
 25.43596, 14005, 91733.3, 1326.53
 25.13983, 14005, 93132.98, 1338.63
 25.64633, 14005, 95685.84, 1335.18
 25.18097, 14005, 96146.87, 1337.26
 25.28074, 14005, 94996.85, 1335.55
 25.71045, 14005, 95416.24, 1336.53
 25.37918, 14005, 94217.01, 1332.72
 25.87073, 14005, 90223.23, 1333.62
 25.45976, 14005, 96283.55, 1334.89
 25.34354, 14005, 95539.06, 1343.2
 25.49205, 14005, 94857.11, 1330.05
 25.4447, 14005, 92736.01, 1338.42
 25.84196, 14005, 94080.99, 1331.7
 25.5155, 14005, 94325.93, 1339.43
 25.63475, 14005, 96068.29, 1340.1
 25.23004, 14005, 95361.63, 1337.68
 25.36779, 14005, 95627.8, 1338.83
 25.32467, 14005, 95528.84, 1327.76
 25.83712, 14005, 96577.59, 1336.87
 25.37879, 14005, 95832.59, 1335.36
 25.64509, 14005, 96146.87, 1328.6
 25.41546, 14005, 94183.02, 1341.97
 25.27247, 14005, 94577.84, 1342.18
 25.27712, 14005, 91533.72, 1341.12
 25.34114, 14005, 96454.46, 1335.83
 25.77834, 14005, 93931.34, 1337.61
 25.59629, 14005, 96341.63, 1327.2
 25.35652, 14005, 93265.4, 1334.02
 25.46845, 14005, 95327.55, 1329.52
 24.70585, 14005, 95051.38, 1341.58
 25.47355, 14005, 95648.29, 1334.73
 24.99543, 14005, 96129.75, 1337.4
 25.47973, 14005, 94557.4, 1329.11
 25.56349, 14005, 94976.38, 1334.53
 25.49856, 14005, 93581.23, 1341.92
 25.37955, 14005, 96194.71, 1344.28
 25.52187, 14005, 94080.99, 1338.25
 25.63633, 14005, 93323.08, 1334.38
 25.29763, 14005, 96006.77, 1339.4
 25.82277, 14005, 94526.76, 1337.68
 25.78906, 14005, 93102.46, 1333.48
 25.53972, 14005, 95825.8, 1337.45
 25.23545, 14005, 96516.0, 1339.92
 25.27326, 14005, 96786.24, 1342.28
 25.59938, 14005, 95900.91, 1340.57
 25.35292, 14005, 93496.3, 1329.7
 25.0191, 14005, 94040.13, 1340.96
 25.7787, 14005, 94091.17, 1337.79
 25.30085, 14005, 95877.01, 1333.73
 25.7333, 14005, 94598.23, 1336.96
 25.51875, 14005, 96348.47, 1339.77
 25.44071, 14005, 95099.11, 1336.39
 25.17665, 14005, 95232.05, 1334.49
 25.71273, 14005, 90864.45, 1335.89
 25.20284, 14005, 96947.09, 1334.93
 25.06413, 14005, 92685.13, 1337.98
 25.64782, 14005, 96170.76, 1337.75
 25.58106, 14005, 97861.91, 1340.02
 25.17043, 14005, 94138.8, 1330.49
 25.85156, 14005, 94417.85, 1335.19
 25.23731, 14005, 96683.57, 1337.36
 25.60038, 14005, 96406.59, 1342.17
 25.27843, 14005, 95941.9, 1332.85
 25.73029, 14005, 95644.87, 1334.77
 25.19933, 14005, 95757.5, 1336.28
 25.93756, 14005, 93849.73, 1336.31
 25.33943, 14005, 95747.24, 1329.24
 25.22317, 14005, 95000.24, 1342.08
 25.24383, 14005, 92424.14, 1337.29
 25.70106, 14005, 93095.64, 1348.43
 25.82772, 14005, 95395.78, 1339.58
 25.13204, 14005, 95140.02, 1340.93
 25.52758, 14005, 94417.85, 1339.95
 25.552, 14005, 94356.55, 1327.07
 25.13356, 14005, 95330.97, 1338.2
 25.58776, 14005, 94894.58, 1344.25
 25.46892, 14005, 95778.0, 1340.39
 25.45, 14005, 95003.66, 1329.47
 25.70917, 14005, 93917.73, 1339.36
 25.37888, 14005, 94693.63, 1338.1
 25.40371, 14005, 96044.34, 1334.58
 25.39013, 14005, 93503.08, 1340.93
 25.39201, 14005, 100020.9, 1328.62
 25.6663, 14005, 98538.02, 1330.43
 25.56097, 14005, 93853.14, 1342.42
 25.12159, 14005, 94969.61, 1342.05
 25.50214, 14005, 97827.59, 1335.06
 25.22922, 14005, 95829.2, 1332.89
 25.89809, 14005, 93842.94, 1336.75
 25.30122, 14005, 91188.83, 1332.51
 26.05336, 14005, 93656.02, 1334.96
 25.18636, 14005, 94775.36, 1327.06
 25.61183, 14005, 94581.24, 1343.33
 25.44722, 14005, 96474.97, 1330.01
 24.98255, 14005, 98332.01, 1336.08
 25.92922, 14005, 94581.24, 1343.25
 25.4199, 14005, 92441.06, 1332.67
 25.7218, 14005, 94428.01, 1336.87
 25.21761, 14005, 91872.07, 1341.43
 25.37605, 14005, 97920.23, 1331.41
 24.73257, 14005, 92254.73, 1335.93
 25.50426, 14005, 95334.36, 1327.82
 25.86143, 14005, 96293.8, 1336.29
 25.78526, 14005, 95723.38, 1336.41
 25.56979, 14005, 96550.21, 1326.61
 25.20011, 14005, 96020.45, 1330.07
 25.36639, 14005, 94189.81, 1334.06
 25.78445, 14005, 95174.1, 1340.85
 25.6745, 14005, 97214.13, 1340.38
 25.89782, 14005, 94700.44, 1331.95
 25.43197, 14005, 95221.84, 1338.99
 25.79104, 14005, 95638.05, 1333.72
 25.68641, 14005, 95167.28, 1331.99
 25.58799, 14005, 95716.52, 1335.33
 25.2252, 14005, 96058.02, 1330.75
 25.35552, 14005, 96222.04, 1335.75
 25.71283, 14005, 91946.52, 1343.29
 25.83552, 14005, 96239.13, 1328.86
 25.77078, 14005, 95678.98, 1339.07
 25.58812, 14005, 94428.01, 1340.61
 25.53221, 14005, 94792.4, 1331.28
 25.2659, 14005, 92380.1, 1345.04
 25.4574, 14005, 101809.4, 1318.29
 25.41692, 14005, 101311.5, 1319.82
 25.17445, 14005, 99156.73, 1321.14
 25.28501, 14005, 100703.7, 1328.02
 25.80233, 14005, 100275.9, 1318.26
 25.68285, 14005, 101916.6, 1312.45
 25.62688, 14005, 101325.3, 1317.43
 25.5166, 14005, 102453.3, 1325.82
 25.54589, 14005, 100883.2, 1314.64
 25.77858, 14005, 100144.9, 1312.71
 25.0529, 14005, 100162.1, 1316.87
 25.31637, 14005, 102221.2, 1318.09
 25.75518, 14005, 101892.4, 1320.38
 25.53538, 14005, 100189.7, 1319.55
 25.45519, 14005, 99631.63, 1319.23
 25.13965, 14005, 101004.0, 1317.38
 25.43031, 14005, 100731.3, 1318.51
 25.40599, 14005, 98685.77, 1325.01
 25.63801, 14005, 100948.7, 1319.16
 25.83141, 14005, 99521.43, 1318.92
 25.41959, 14005, 98524.33, 1328.89
 25.44494, 14005, 101014.4, 1317.04
 25.75681, 14005, 103879.4, 1313.91
 25.22842, 14005, 100082.9, 1318.92
 25.16545, 14005, 99796.93, 1322.6
 25.64998, 14005, 99931.27, 1323.88
 25.68943, 14005, 99101.7, 1320.36
 25.89009, 14005, 100331.1, 1326.3
 25.82639, 14005, 101207.8, 1323.33
 25.24492, 14005, 101238.9, 1333.53
 25.8654, 14005, 98232.43, 1325.45
 25.58549, 14005, 102072.4, 1322.49
 25.44868, 14005, 100196.6, 1326.25
 25.66556, 14005, 100003.6, 1321.6
 25.63858, 14005, 101107.6, 1320.61
 25.74058, 14005, 98228.99, 1324.78
 25.33503, 14005, 102345.9, 1315.04
 25.14475, 14005, 101200.9, 1318.78
 25.56633, 14005, 100158.7, 1324.65
 25.45435, 14005, 99624.74, 1324.63
 25.22229, 14005, 101698.7, 1318.29
 25.49824, 14005, 100034.6, 1326.01
 25.18407, 14005, 100234.5, 1321.11
 24.99712, 14005, 99249.63, 1325.52
 25.59376, 14005, 100997.1, 1325.56
 25.24984, 14005, 100434.6, 1325.62
 25.23232, 14005, 101055.8, 1314.91
 25.47035, 14005, 100303.5, 1318.51
 25.4952, 14005, 101560.3, 1321.78
 25.29791, 14005, 100455.3, 1324.07
 25.36279, 14005, 100748.5, 1327.4
 25.23242, 14005, 101844.0, 1314.92
 25.5511, 14005, 101038.5, 1314.95
 25.7533, 14005, 101653.7, 1320.52
 25.70602, 14005, 100876.3, 1326.06
 25.78829, 14005, 98964.15, 1313.96
 25.55562, 14005, 99263.34, 1319.94
 25.49815, 14005, 99617.83, 1322.6
 25.72096, 14005, 103455.6, 1319.69
 25.82924, 14005, 100213.8, 1317.29
 25.28627, 14005, 100796.9, 1319.54
 25.61718, 14005, 101605.3, 1311.85
 25.99291, 14005, 99418.21, 1320.46
 25.87637, 14005, 100769.2, 1322.7
 25.99885, 14005, 100072.5, 1317.66
 25.06555, 14005, 101149.1, 1317.63
 25.66479, 14005, 99149.84, 1327.11
 25.43881, 14005, 97131.96, 1320.74
 25.94444, 14005, 100886.6, 1316.6
 25.49525, 14005, 101757.5, 1317.83
 25.08885, 14005, 101342.6, 1315.21
 25.32438, 14005, 100027.8, 1323.43
 25.22536, 14005, 99118.91, 1311.45
 25.64721, 14005, 101965.1, 1314.0
 25.53709, 14005, 98847.27, 1324.84
 25.6296, 14005, 99817.55, 1325.0
 25.61598, 14005, 99914.04, 1324.06
 26.20469, 14005, 100979.8, 1318.11
 25.18324, 14005, 99370.02, 1320.56
 25.17372, 14005, 102141.6, 1320.12
 25.25425, 14005, 100103.6, 1315.86
 25.79586, 14005, 100679.5, 1314.65
 25.32282, 14005, 104213.2, 1317.01
 25.8815, 14005, 99817.55, 1314.73
 25.74224, 14005, 100976.4, 1328.64
 25.16586, 14005, 100890.1, 1325.85
 25.34162, 14005, 101263.1, 1319.58
 25.62954, 14005, 101453.2, 1318.71
 25.65059, 14005, 98905.73, 1326.34
 25.51083, 14005, 101923.6, 1315.95
 25.07167, 14005, 100935.0, 1322.42
 25.48882, 14005, 100707.1, 1321.47
 25.34475, 14005, 100627.8, 1322.21
 25.70051, 14005, 102449.8, 1321.94
 25.61155, 14005, 101823.2, 1318.27
 25.72226, 14005, 101097.3, 1326.11
 25.62955, 14005, 99669.5, 1313.66
 25.20309, 14005, 101401.3, 1317.98
 25.76037, 14005, 102439.5, 1318.64
 25.45159, 14005, 101698.7, 1308.1
 25.77217, 14005, 98998.51, 1323.89
 25.86504, 14005, 98105.45, 1328.63
 25.379, 14005, 100710.6, 1325.78
 25.74894, 14005, 100220.8, 1316.71
 25.64217, 14005, 101059.3, 1323.86
 25.5272, 14005, 97142.25, 1327.04
 25.48207, 14005, 99136.07, 1322.55
 25.09675, 14005, 99356.24, 1321.62
 25.4648, 14005, 99332.18, 1318.32
 25.30683, 14005, 99765.93, 1317.52
 25.39643, 14005, 101180.2, 1325.42
 25.78435, 14005, 101238.9, 1320.36
 25.99887, 14005, 100734.7, 1318.12
 25.33971, 14005, 100772.7, 1323.15
 25.2363, 14005, 100144.9, 1320.16
 25.49641, 14005, 99586.88, 1322.95
 25.82286, 14005, 102488.0, 1315.81
 25.40109, 14005, 101356.4, 1321.14
 25.73707, 14005, 98644.53, 1318.46
 25.37559, 14005, 100527.7, 1319.61
 25.23705, 14005, 100451.8, 1325.26
 25.14777, 14005, 100862.4, 1313.83
 25.29024, 14005, 99222.05, 1323.08
 25.54433, 14005, 100134.6, 1317.37
 25.582, 14005, 101733.3, 1319.01
 25.76398, 14005, 100175.9, 1319.71
 25.70659, 14005, 100655.4, 1320.37
 25.72848, 14005, 101152.5, 1325.49
 25.76637, 14005, 100034.6, 1320.79
 25.76512, 14005, 102041.2, 1325.13
 25.07681, 14005, 100710.6, 1319.79
 25.71893, 14005, 103087.7, 1316.55
 25.77691, 14005, 102671.6, 1316.28
 25.93425, 14005, 99218.64, 1315.15
 25.32829, 14005, 98641.12, 1317.83
 25.54803, 14005, 98328.56, 1317.59
 25.71328, 14005, 100293.1, 1319.14
 25.03933, 14005, 100676.1, 1313.06
 25.35506, 14005, 100382.8, 1317.7
 25.93598, 14005, 103115.5, 1320.85
 25.56993, 14005, 100093.2, 1315.59
 25.44062, 14005, 99356.24, 1318.82
 25.38838, 14005, 98692.63, 1320.52
 25.63212, 14005, 101408.3, 1322.93
 25.2562, 14005, 102581.5, 1320.71
 25.79042, 14005, 98568.94, 1320.27
 25.5279, 14005, 102089.7, 1319.35
 25.59925, 14005, 100020.9, 1319.88
 25.70755, 14005, 100400.1, 1323.05
 25.57907, 14005, 104314.0, 1320.3
 25.50636, 14005, 102952.5, 1315.43
 25.0275, 14005, 102501.8, 1320.12
 24.48631, 14005, 99370.02, 1321.78
 25.3452, 14005, 101059.3, 1315.98
 25.53352, 14005, 100855.5, 1313.43
 25.64136, 14005, 100475.9, 1317.89
 25.49589, 14005, 103987.1, 1317.37
 25.63704, 14005, 99769.39, 1317.1
 25.90759, 14005, 100165.6, 1317.95
 25.56447, 14005, 100862.4, 1319.22
 25.35392, 14005, 100407.0, 1323.11
 25.60794, 14005, 103736.9, 1312.88
 25.54318, 14005, 99060.43, 1320.39
 25.2831, 14005, 101204.3, 1319.22
 25.11917, 14005, 101156.0, 1315.55
 26.01177, 14005, 101242.3, 1322.18
 25.62733, 14005, 101225.1, 1316.18
 25.56547, 14005, 99817.55, 1322.7
 25.36769, 14005, 100872.8, 1316.62
 25.45252, 14005, 101280.4, 1314.78
 24.98779, 14005, 101615.7, 1314.9
 25.49508, 14005, 99972.63, 1320.79
 25.68548, 14005, 101401.3, 1310.31
 25.32864, 14005, 100724.4, 1322.53
 24.77564, 14005, 102772.1, 1312.25
 25.43377, 14005, 99184.23, 1325.5
 25.57051, 14005, 101622.6, 1312.91
 25.68226, 14005, 101166.3, 1319.65
 25.79028, 14005, 101961.6, 1326.51
 25.59886, 14005, 101435.9, 1320.82
 25.7442, 14005, 103796.0, 1322.51
 25.61735, 14005, 103622.3, 1319.0
 25.34185, 14005, 102730.6, 1321.78
 25.45404, 14005, 100624.3, 1317.56
 25.80296, 14005, 99366.57, 1323.0
 25.10129, 14005, 103622.3, 1318.13
 25.58502, 14005, 101363.3, 1323.11
 25.84896, 14005, 103552.9, 1319.72
 25.17386, 14005, 101156.0, 1320.44
 25.64998, 14005, 101588.0, 1322.06
 25.7424, 14005, 100658.8, 1316.04
 25.75107, 14005, 100472.5, 1320.02
 25.976, 14005, 100876.3, 1320.35
 25.58741, 14005, 101377.1, 1316.49
 25.65702, 14005, 101342.6, 1318.95
 26.00014, 14005, 101626.1, 1318.14
 25.30984, 14005, 101187.1, 1321.77
 25.65674, 14005, 99693.58, 1319.33
 25.16607, 14005, 101321.9, 1316.67
 25.77394, 14005, 100724.4, 1326.57
 25.15404, 14005, 100286.3, 1316.39
 25.28568, 14005, 100086.3, 1321.73
 25.17444, 14005, 100872.8, 1318.02
 25.69471, 14005, 102623.1, 1315.32
 25.07878, 14005, 99803.8, 1322.07
 25.97789, 14005, 101062.8, 1321.15
 25.48722, 14005, 100765.8, 1319.35
 25.23516, 14005, 99032.94, 1323.2
 25.62677, 14005, 101432.5, 1315.64
 25.8532, 14005, 100655.4, 1319.65
 25.37311, 14005, 102654.3, 1319.46
 25.53849, 14005, 99321.84, 1324.41
 25.67132, 14005, 100241.5, 1308.23
 25.53617, 14005, 99972.63, 1323.73
 25.40215, 14005, 101473.9, 1319.13
 25.43458, 14005, 100620.8, 1317.76
 25.20081, 14005, 100648.5, 1324.3
 25.1107, 14005, 103157.1, 1318.68
 25.38209, 14005, 100914.2, 1318.78
 25.24427, 14005, 97560.18, 1322.66
 25.88014, 14005, 100289.7, 1320.3
 25.71307, 14005, 100903.9, 1317.9
 25.63502, 14005, 102928.1, 1320.65
 25.70722, 14005, 100420.7, 1318.99
 25.13142, 14005, 97882.44, 1317.88
 25.49231, 14005, 99549.02, 1314.46
 25.56106, 14005, 100862.4, 1309.67
 26.14754, 14005, 103181.4, 1322.75
 25.7899, 14005, 101152.5, 1320.75
 25.7036, 14005, 100693.3, 1322.9
 25.71647, 14005, 99862.34, 1327.65
 25.74816, 14005, 101031.6, 1318.77
 25.61771, 14005, 101111.1, 1322.67
 25.81446, 14005, 100696.8, 1314.44
 25.66224, 14005, 101332.2, 1324.23
 25.30057, 14005, 100382.8, 1312.57
 25.45337, 14005, 103139.8, 1314.06
 25.7255, 14005, 99342.48, 1316.38
 25.85262, 14005, 100841.8, 1321.74
 25.52922, 14005, 101021.3, 1321.35
 24.98936, 14005, 103122.4, 1311.79
 25.63797, 14005, 100400.1, 1313.78
 25.31337, 14005, 101871.6, 1314.28
 25.60596, 14005, 101460.1, 1324.52
 25.61123, 14005, 102436.0, 1312.62
 25.08795, 14005, 100189.7, 1319.08
 25.39058, 14005, 99504.25, 1319.75
 25.55832, 14005, 97471.06, 1318.24
 25.43858, 14005, 100448.4, 1316.85
 25.51983, 14005, 101401.3, 1318.13
 25.34092, 14005, 100824.4, 1318.43
 25.25818, 14005, 99604.07, 1320.84
 25.62922, 14005, 101270.0, 1310.49
 25.1324, 14005, 102030.8, 1308.79
 25.00962, 14005, 102342.5, 1317.25
 25.74576, 14005, 99793.47, 1326.13
 25.73075, 14005, 101173.3, 1322.25
 25.55449, 14005, 104644.6, 1319.35
 25.74021, 14005, 101470.5, 1315.35
 25.39944, 14005, 103348.0, 1311.31
 25.97151, 14005, 102269.7, 1320.99
 25.35679, 14005, 101290.7, 1318.86
 25.35576, 14005, 102560.7, 1322.53
 25.72152, 14005, 99783.12, 1321.85
 25.36425, 14005, 100758.9, 1320.14
 25.64696, 14005, 101000.6, 1318.14
 25.3311, 14005, 99376.91, 1312.53
 25.74012, 14005, 100634.6, 1317.92
 25.45116, 14005, 98177.56, 1325.68
 25.66534, 14005, 101128.3, 1325.25
 25.90593, 14005, 100869.4, 1323.73
 25.26448, 14005, 103709.1, 1314.19
 25.47877, 14005, 100565.6, 1315.25
 25.90066, 14005, 100324.2, 1313.08
 25.22344, 14005, 100448.4, 1322.87
 25.39102, 14005, 102034.3, 1308.98
 25.50709, 14005, 100665.7, 1321.09
 25.80259, 14005, 100520.8, 1324.56
 25.74499, 14005, 103257.8, 1315.52
 25.47484, 14005, 99480.12, 1314.53
 25.19863, 14005, 99989.83, 1318.31
 25.7189, 14005, 98775.13, 1324.14
 25.53196, 14005, 99105.12, 1318.18
 25.48927, 14005, 100020.9, 1322.09
 25.98166, 14005, 101228.6, 1314.02
 25.56404, 14005, 101947.8, 1310.04
 25.30565, 14005, 101639.9, 1322.93
 25.20029, 14005, 102217.8, 1319.05
 25.62413, 14005, 101608.8, 1313.06
 25.02594, 14005, 102030.8, 1312.79
 25.17349, 14005, 102190.0, 1315.83
 25.35934, 14005, 98383.5, 1319.51
 25.90708, 14005, 100572.5, 1316.43
 25.81237, 14005, 104334.9, 1321.28
 25.75139, 14005, 102685.5, 1318.85
 25.59412, 14005, 102709.7, 1322.6
 25.97678, 14005, 102810.3, 1319.15
 25.93661, 14005, 102158.9, 1314.08
 25.59119, 14005, 100831.4, 1317.22
 25.27545, 14005, 98709.79, 1318.62
 25.14048, 14005, 100814.1, 1312.22
 25.64997, 14005, 101553.4, 1314.14
 25.39436, 14005, 101543.0, 1316.86
 25.2313, 14005, 99986.4, 1323.14
