temperature,pump cooler freq,concentration,light intensity
 temperature, pump cooler freq, concentration, light intensity
 23.57497, 14005, 88150.39, 1351.6
 22.99803, 14005, 88980.41, 1353.03
 23.51946, 14005, 90493.11, 1351.27
 23.91064, 14005, 91777.3, 1356.14
 23.8363, 14005, 89138.51, 1347.78
 24.37166, 14005, 88429.15, 1363.68
 23.74951, 14005, 86765.94, 1353.51
 24.02149, 14005, 87784.6, 1357.81
 23.6885, 14005, 85946.63, 1356.77
 24.13517, 14005, 86401.25, 1356.17
 23.91246, 14005, 88566.9, 1356.48
 23.58394, 14005, 86842.89, 1365.57
 24.40655, 14005, 87238.11, 1357.5
 23.558, 14005, 86799.38, 1361.03
 23.60559, 14005, 87499.51, 1362.47
 23.85196, 14005, 87318.55, 1359.64
 23.90486, 14005, 89562.64, 1360.79
 23.43875, 14005, 87764.45, 1355.8
 23.5971, 14005, 87881.88, 1354.44
 23.48764, 14005, 86933.31, 1357.89
 23.7677, 14005, 86665.5, 1358.81
 23.66751, 14005, 88835.84, 1358.48
 24.09657, 14005, 88650.92, 1359.52
 23.28679, 14005, 89424.62, 1357.3
 23.74719, 14005, 89293.34, 1357.22
 23.5251, 14005, 88294.77, 1356.11
 23.99697, 14005, 88405.63, 1359.36
 23.83778, 14005, 87523.02, 1362.37
 23.36149, 14005, 89589.63, 1356.86
 23.40059, 14005, 88126.89, 1354.48
 23.76543, 14005, 88204.14, 1353.04
 23.79706, 14005, 86856.3, 1357.66
 23.87919, 14005, 83806.63, 1360.36
 23.4034, 14005, 86003.4, 1354.29
 23.73941, 14005, 84985.39, 1359.82
 24.23793, 14005, 90675.41, 1355.38
 23.69905, 14005, 86692.3, 1360.35
 24.05305, 14005, 90324.42, 1356.64
 23.68362, 14005, 86929.95, 1362.44
 23.42466, 14005, 88069.84, 1365.29
 23.34041, 14005, 86260.8, 1361.61
 23.57488, 14005, 86775.98, 1351.54
 23.73927, 14005, 87472.7, 1354.51
 23.41435, 14005, 88990.51, 1349.84
 24.24689, 14005, 92224.21, 1352.93
 23.56632, 14005, 88241.07, 1356.32
 23.98615, 14005, 88657.63, 1355.77
 23.90093, 14005, 88805.55, 1343.24
 23.762, 14005, 85562.55, 1352.33
 23.51075, 14005, 91652.09, 1358.46
 23.704, 14005, 89360.65, 1351.19
 23.82943, 14005, 87891.96, 1350.85
 23.51228, 14005, 89532.38, 1355.36
 23.09606, 14005, 88879.54, 1358.13
 23.78803, 14005, 87341.98, 1347.84
 23.35422, 14005, 93112.59, 1351.04
 23.32999, 14005, 89909.69, 1351.04
 23.94389, 14005, 89229.38, 1350.59
 23.86665, 14005, 90645.02, 1352.53
 24.05465, 14005, 89121.7, 1347.68
 23.83212, 14005, 89027.51, 1348.36
 24.13992, 14005, 88778.67, 1353.25
 23.94792, 14005, 87161.09, 1352.16
 23.85646, 14005, 92485.14, 1350.65
 24.12673, 14005, 88896.33, 1347.36
 23.95297, 14005, 90469.49, 1355.17
 23.48497, 14005, 91364.63, 1347.49
 23.81549, 14005, 88943.42, 1356.41
 24.08615, 14005, 87670.52, 1354.76
 23.76303, 14005, 88083.29, 1353.94
 23.98999, 14005, 88785.39, 1350.39
 23.48335, 14005, 90287.32, 1351.26
 24.12231, 14005, 89694.02, 1341.34
 23.4993, 14005, 92037.97, 1355.99
 23.91788, 14005, 90756.41, 1355.25
 23.87931, 14005, 88681.16, 1345.29
 23.73215, 14005, 89747.94, 1348.88
 23.83221, 14005, 88472.81, 1357.47
 23.83314, 14005, 88536.66, 1355.03
 23.9572, 14005, 89128.44, 1352.89
 24.38372, 14005, 90773.31, 1349.94
 23.99527, 14005, 92875.1, 1347.03
 23.52446, 14005, 88684.5, 1351.03
 23.83211, 14005, 91033.38, 1350.9
 24.04452, 14005, 91293.59, 1344.13
 23.40383, 14005, 89747.94, 1348.75
 23.79671, 14005, 86976.84, 1349.96
 23.27744, 14005, 90655.13, 1352.5
 24.00016, 14005, 88916.52, 1351.1
 23.949, 14005, 90746.28, 1356.54
 24.15615, 14005, 88748.41, 1353.07
 24.01467, 14005, 88217.53, 1342.42
 23.54447, 14005, 90209.74, 1350.23
 23.70027, 14005, 90864.45, 1341.36
 23.65681, 14005, 91371.36, 1357.48
 23.57582, 14005, 90317.64, 1352.94
 24.03334, 14005, 90645.02, 1358.36
 23.7931, 14005, 87925.5, 1359.94
 23.95426, 14005, 90523.52, 1349.59
 23.37921, 14005, 87989.27, 1352.32
 23.79499, 14005, 88183.98, 1354.91
 24.00328, 14005, 90925.28, 1350.1
 23.84536, 14005, 88556.81, 1359.79
 24.09586, 14005, 89754.68, 1342.99
 24.15496, 14005, 92424.14, 1358.28
 24.0751, 14005, 89293.34, 1352.52
 24.27206, 14005, 88765.2, 1351.73
 23.90606, 14005, 90074.84, 1354.27
 23.55998, 14005, 87932.2, 1354.63
 24.04676, 14005, 86324.34, 1355.01
 23.86413, 14005, 88513.13, 1355.82
 24.23731, 14005, 88351.88, 1356.44
 23.64792, 14005, 90378.39, 1353.6
 23.87881, 14005, 86287.52, 1352.22
 24.25646, 14005, 89040.98, 1349.95
 24.07345, 14005, 89431.31, 1350.81
 24.01809, 14005, 86699.01, 1356.81
 23.86188, 14005, 88644.2, 1352.08
 23.91587, 14005, 88261.17, 1355.11
 23.85165, 14005, 88183.98, 1355.39
 23.63045, 14005, 88026.18, 1352.9
 23.84342, 14005, 88755.13, 1351.29
 23.77512, 14005, 87127.54, 1354.11
 24.13582, 14005, 88230.99, 1354.44
 23.85136, 14005, 88768.57, 1359.06
 23.60932, 14005, 85479.09, 1362.9
 23.8164, 14005, 86511.62, 1351.64
 24.25872, 14005, 88368.69, 1349.83
 24.05626, 14005, 89293.34, 1351.63
 24.04702, 14005, 89205.82, 1358.24
 24.00009, 14005, 89656.95, 1353.82
 23.66541, 14005, 89162.09, 1350.0
 23.94585, 14005, 86488.2, 1354.14
 23.79353, 14005, 88617.33, 1354.09
 24.05816, 14005, 91128.0, 1346.52
 23.9562, 14005, 86802.74, 1358.22
 23.78551, 14005, 86672.22, 1353.2
 23.29691, 14005, 87315.18, 1355.8
 23.69188, 14005, 86923.26, 1353.51
 23.79662, 14005, 85662.67, 1357.84
 23.68575, 14005, 89465.03, 1353.68
 24.42316, 14005, 87543.11, 1357.91
 23.46301, 14005, 87660.48, 1360.23
 23.85025, 14005, 87492.84, 1358.58
 23.94235, 14005, 87610.2, 1364.55
 23.38856, 14005, 89003.99, 1352.19
 23.64372, 14005, 88163.84, 1356.97
 24.2351, 14005, 86478.16, 1358.39
 23.84034, 14005, 87660.48, 1362.22
 23.70337, 14005, 85355.61, 1355.84
 24.38397, 14005, 90658.48, 1358.05
 24.39267, 14005, 86441.37, 1359.64
 23.50475, 14005, 88573.61, 1361.59
 24.21535, 14005, 88771.91, 1356.44
 24.11104, 14005, 87375.5, 1352.18
 23.75304, 14005, 88543.41, 1350.93
 23.74477, 14005, 88543.41, 1352.2
 24.07178, 14005, 88516.47, 1351.18
 23.98619, 14005, 87077.35, 1356.04
 24.25766, 14005, 88183.98, 1362.3
 23.61506, 14005, 85893.16, 1361.36
 24.01072, 14005, 86752.52, 1361.97
 23.95332, 14005, 84089.38, 1363.8
 24.30652, 14005, 86782.67, 1364.66
 23.81419, 14005, 87663.86, 1357.94
 24.53408, 14005, 85886.48, 1360.76
 23.57586, 14005, 85692.76, 1362.68
 23.91637, 14005, 86561.78, 1365.09
 23.96338, 14005, 84502.2, 1364.31
 24.26077, 14005, 84832.02, 1363.69
 24.6503, 14005, 85042.05, 1364.46
 23.98699, 14005, 83421.05, 1367.24
 24.10139, 14005, 83789.99, 1366.5
 24.1839, 14005, 85192.15, 1364.3
 24.40121, 14005, 83873.13, 1371.19
 23.57693, 14005, 82435.29, 1374.86
 23.51827, 14005, 82143.6, 1383.11
 24.09408, 14005, 81329.26, 1365.96
 23.8217, 14005, 82584.49, 1372.76
 24.18493, 14005, 82431.96, 1376.1
 24.16431, 14005, 81392.09, 1375.96
 23.50579, 14005, 83460.9, 1363.56
 24.05969, 14005, 82011.07, 1379.09
 23.97272, 14005, 82760.31, 1371.69
 23.69776, 14005, 82551.33, 1371.46
 23.3921, 14005, 82428.63, 1377.56
 24.28015, 14005, 82939.51, 1376.96
 23.73713, 14005, 85062.09, 1367.25
 24.20403, 14005, 81865.38, 1378.81
 24.15821, 14005, 82640.89, 1370.99
 23.64137, 14005, 83427.69, 1375.7
 23.87133, 14005, 84572.14, 1373.12
 24.17092, 14005, 82823.38, 1371.62
 23.85888, 14005, 82959.41, 1367.26
 24.11596, 14005, 85095.41, 1369.99
 23.67816, 14005, 81239.98, 1372.58
 24.11749, 14005, 84392.28, 1365.76
 23.78203, 14005, 83138.7, 1368.73
 23.4616, 14005, 82481.71, 1371.19
 23.70296, 14005, 82040.88, 1372.92
 23.58368, 14005, 82740.42, 1375.46
 24.31074, 14005, 82776.91, 1364.59
 24.30053, 14005, 83474.21, 1365.0
 24.11705, 14005, 82976.05, 1375.66
 23.70988, 14005, 83175.23, 1366.77
 23.81371, 14005, 81527.76, 1367.04
 23.99596, 14005, 80397.48, 1380.73
 23.60175, 14005, 81514.5, 1368.57
 24.1601, 14005, 80555.95, 1370.56
 24.24862, 14005, 80691.37, 1378.64
 24.12716, 14005, 84249.13, 1370.68
 24.07366, 14005, 82269.55, 1371.43
 24.23821, 14005, 84209.18, 1372.43
 23.60763, 14005, 81948.16, 1365.91
 24.68517, 14005, 82485.01, 1367.55
 24.26701, 14005, 83384.51, 1376.33
 23.56045, 14005, 84205.84, 1375.24
 23.74902, 14005, 82153.56, 1364.5
 23.47891, 14005, 82690.64, 1365.85
 24.14293, 14005, 83543.98, 1368.5
 23.75731, 14005, 83298.12, 1375.98
 24.00136, 14005, 84822.07, 1373.86
 24.09708, 14005, 81230.05, 1374.92
 23.74851, 14005, 82359.03, 1377.39
 24.04941, 14005, 82584.49, 1370.75
 24.25008, 14005, 84052.79, 1367.98
 24.06432, 14005, 82810.07, 1372.05
 24.22791, 14005, 84418.93, 1367.05
 23.69405, 14005, 83045.73, 1370.9
 24.37697, 14005, 80909.4, 1369.25
 24.30697, 14005, 83633.74, 1377.34
 24.47694, 14005, 81071.36, 1375.39
 24.25096, 14005, 81653.51, 1374.88
 24.19498, 14005, 85255.52, 1374.07
 23.44954, 14005, 83956.29, 1366.57
 23.89238, 14005, 82647.52, 1370.17
 24.13675, 14005, 80678.13, 1377.68
 24.1416, 14005, 82766.95, 1369.16
 24.16252, 14005, 81557.52, 1374.46
 24.30326, 14005, 82863.2, 1370.53
 23.70855, 14005, 82422.0, 1372.76
 23.70311, 14005, 82382.22, 1371.06
 23.89103, 14005, 84432.26, 1372.01
 24.17422, 14005, 82909.67, 1369.75
 24.16685, 14005, 81650.18, 1365.23
 23.62074, 14005, 83843.2, 1370.29
 24.01871, 14005, 83770.05, 1365.87
 24.18769, 14005, 85152.13, 1362.08
 23.66483, 14005, 87124.18, 1363.08
 23.91129, 14005, 83055.7, 1363.13
 24.04918, 14005, 83407.76, 1360.76
 23.88754, 14005, 86170.51, 1365.61
 24.28532, 14005, 85205.45, 1362.81
 23.77621, 14005, 87912.11, 1360.6
 24.01535, 14005, 85682.73, 1358.8
 24.0505, 14005, 87623.58, 1356.19
 24.32925, 14005, 88728.23, 1361.19
 23.88753, 14005, 87539.74, 1347.5
 23.53522, 14005, 90172.66, 1359.04
 23.64568, 14005, 87650.42, 1362.38
 24.04095, 14005, 87593.4, 1350.3
 24.12995, 14005, 88207.48, 1354.17
 23.8491, 14005, 86384.49, 1361.74
 24.22936, 14005, 84448.88, 1359.81
 24.1512, 14005, 85482.45, 1366.58
 24.11733, 14005, 86474.83, 1369.21
 24.08516, 14005, 84948.69, 1365.35
 24.45969, 14005, 83145.34, 1368.81
 24.3207, 14005, 85499.11, 1375.49
 24.38682, 14005, 85418.99, 1367.08
 23.72519, 14005, 84622.1, 1369.45
 24.47079, 14005, 83474.21, 1361.87
 23.99366, 14005, 83909.71, 1370.0
 24.4711, 14005, 89559.29, 1359.62
 23.97417, 14005, 83726.84, 1364.41
 23.80608, 14005, 85132.09, 1363.9
 24.65902, 14005, 84848.72, 1371.08
 24.60014, 14005, 85068.75, 1366.12
 24.14724, 14005, 85893.16, 1367.74
 24.05766, 14005, 86899.82, 1368.73
 24.28133, 14005, 85365.59, 1365.35
 24.35064, 14005, 87536.44, 1361.49
 24.52702, 14005, 85836.35, 1364.15
 24.0096, 14005, 88832.46, 1365.04
 23.77309, 14005, 84222.52, 1358.29
 24.26339, 14005, 87965.77, 1351.43
 24.31581, 14005, 87992.64, 1358.21
 23.95645, 14005, 86936.65, 1355.81
 23.57193, 14005, 89158.71, 1358.95
 24.45045, 14005, 86193.94, 1350.7
 23.87379, 14005, 88422.39, 1360.37
 24.08806, 14005, 87777.9, 1357.46
 24.01766, 14005, 89454.92, 1361.06
 24.29142, 14005, 87905.38, 1358.06
 24.48686, 14005, 88751.76, 1355.1
 23.64122, 14005, 89252.95, 1353.3
 23.83453, 14005, 89747.94, 1363.37
 23.65787, 14005, 88553.43, 1354.5
 24.18473, 14005, 86341.02, 1353.76
 24.00313, 14005, 89010.67, 1350.6
 23.57549, 14005, 89384.21, 1352.45
 24.2576, 14005, 89973.74, 1352.94
 24.10778, 14005, 88818.99, 1352.18
 23.71838, 14005, 90263.71, 1350.43
 23.6478, 14005, 90344.68, 1349.05
 24.40785, 14005, 88523.23, 1350.47
 24.35663, 14005, 90526.84, 1347.21
 23.79863, 14005, 89768.12, 1356.59
 23.95671, 14005, 90695.61, 1352.54
 24.51097, 14005, 91148.3, 1354.33
 24.37267, 14005, 89212.58, 1350.71
 24.18048, 14005, 90678.76, 1346.43
 24.01177, 14005, 88526.57, 1349.47
 23.99304, 14005, 88133.59, 1342.08
 24.07526, 14005, 91178.68, 1353.45
 24.47842, 14005, 88943.42, 1348.34
 23.81558, 14005, 89051.02, 1360.3
 24.16957, 14005, 91175.32, 1343.28
 23.62082, 14005, 89030.88, 1350.75
 23.71929, 14005, 87717.48, 1361.48
 24.59544, 14005, 88116.84, 1363.65
 24.15917, 14005, 87509.58, 1354.9
 24.2368, 14005, 89121.7, 1350.5
 24.59836, 14005, 89849.03, 1351.46
 24.05503, 14005, 88640.81, 1344.91
 24.06237, 14005, 92349.57, 1350.48
 24.06046, 14005, 89498.68, 1353.72
 23.67248, 14005, 91057.03, 1344.25
 24.41453, 14005, 92224.21, 1350.58
 24.07523, 14005, 89188.99, 1350.47
 24.40582, 14005, 88546.71, 1354.34
 23.97385, 14005, 89609.8, 1356.66
 24.33996, 14005, 88519.84, 1354.29
 23.80319, 14005, 92756.38, 1350.72
 24.56751, 14005, 89377.49, 1349.07
 24.28844, 14005, 91185.46, 1350.46
 23.7947, 14005, 87683.97, 1353.51
 24.56461, 14005, 90827.3, 1344.59
 24.2022, 14005, 91128.0, 1347.23
 24.31223, 14005, 91560.76, 1352.78
 24.24573, 14005, 89805.23, 1345.91
 24.37109, 14005, 91564.15, 1346.12
 23.98661, 14005, 91300.36, 1347.78
 24.14442, 14005, 90415.51, 1350.61
 23.85114, 14005, 88409.0, 1354.19
 24.2864, 14005, 90746.28, 1347.56
 24.56588, 14005, 87697.41, 1350.93
 23.98867, 14005, 90834.09, 1349.96
 23.72645, 14005, 91432.25, 1352.06
 24.38578, 14005, 88086.59, 1351.57
 24.48693, 14005, 92946.33, 1347.88
 24.30948, 14005, 91330.78, 1349.14
 24.06186, 14005, 88587.09, 1348.72
 24.44189, 14005, 92207.3, 1352.65
 23.86549, 14005, 90364.88, 1337.82
 23.99098, 14005, 92925.98, 1350.65
 24.36443, 14005, 91283.48, 1339.9
 24.12169, 14005, 91307.14, 1343.37
 24.07496, 14005, 92417.38, 1345.85
 24.51281, 14005, 93071.89, 1343.57
 23.98726, 14005, 93275.53, 1347.37
 23.8872, 14005, 90749.66, 1350.73
 24.11342, 14005, 91128.0, 1352.41
 24.39019, 14005, 88160.48, 1348.68
 23.56088, 14005, 89343.84, 1355.27
 24.8536, 14005, 89077.98, 1350.79
 24.42954, 14005, 92535.98, 1342.51
 24.38038, 14005, 91009.73, 1351.11
 24.51122, 14005, 91138.14, 1346.18
 24.08438, 14005, 88681.16, 1348.84
 23.65109, 14005, 90449.23, 1346.4
 23.97367, 14005, 92041.34, 1345.44
 24.41711, 14005, 95361.63, 1343.95
 23.58103, 14005, 89973.74, 1351.36
 23.98418, 14005, 90192.84, 1346.59
 23.90314, 14005, 90378.39, 1357.13
 23.87639, 14005, 92573.26, 1348.32
 24.36037, 14005, 91371.36, 1346.34
 24.11375, 14005, 88886.23, 1352.1
 23.82186, 14005, 90631.49, 1346.62
 24.59805, 14005, 91848.38, 1344.94
 23.89865, 14005, 90415.51, 1350.86
 24.04605, 14005, 92956.51, 1349.24
 23.96364, 14005, 91804.35, 1342.12
 24.28205, 14005, 90810.45, 1353.59
 24.07797, 14005, 94591.46, 1350.04
 24.25303, 14005, 91953.33, 1346.29
 24.61187, 14005, 90685.54, 1355.45
 24.04109, 14005, 89670.46, 1352.89
 24.34604, 14005, 89737.82, 1353.93
 24.08312, 14005, 90557.25, 1351.06
 24.34105, 14005, 90425.64, 1350.91
 24.1384, 14005, 90962.42, 1354.58
 24.70831, 14005, 91543.84, 1348.74
 23.7101, 14005, 89229.38, 1346.36
 24.78281, 14005, 88069.84, 1348.98
 24.13447, 14005, 87291.72, 1355.44
 24.62919, 14005, 95003.66, 1350.2
 24.11147, 14005, 89771.49, 1352.19
 24.4432, 14005, 92220.81, 1349.96
 23.87879, 14005, 89306.76, 1349.69
 24.34343, 14005, 89609.8, 1345.81
 24.34466, 14005, 90324.42, 1355.51
 24.15939, 14005, 90364.88, 1356.31
 24.21935, 14005, 90358.14, 1349.99
 23.72083, 14005, 92522.43, 1346.67
 24.34131, 14005, 90432.38, 1348.76
 24.30136, 14005, 88973.69, 1346.52
 24.59637, 14005, 90132.18, 1354.37
 24.47634, 14005, 88795.48, 1353.26
 24.16664, 14005, 90429.02, 1349.85
 24.32253, 14005, 91905.93, 1350.7
 24.52736, 14005, 91215.85, 1350.63
 23.88137, 14005, 89337.08, 1352.12
 24.60714, 14005, 89535.72, 1341.44
 24.10082, 14005, 89145.26, 1347.07
 24.64828, 14005, 90614.61, 1347.68
 24.29913, 14005, 90294.06, 1347.97
 23.71962, 14005, 90307.58, 1348.27
 24.13773, 14005, 91445.77, 1348.29
 24.51663, 14005, 91344.32, 1349.47
 23.9088, 14005, 91814.52, 1348.88
 24.01538, 14005, 90594.37, 1352.02
 24.4009, 14005, 90668.63, 1350.98
 24.63306, 14005, 92170.05, 1341.8
 24.15207, 14005, 88086.59, 1347.36
 24.79246, 14005, 90304.2, 1356.04
 24.81234, 14005, 88866.06, 1352.26
 24.56381, 14005, 90928.67, 1351.45
 24.50524, 14005, 90027.64, 1348.48
 23.86351, 14005, 90607.9, 1349.75
 24.47645, 14005, 89771.49, 1359.41
 24.53786, 14005, 88385.45, 1358.21
 24.54462, 14005, 87385.57, 1355.69
 24.44428, 14005, 91111.13, 1357.37
 24.64717, 14005, 88267.92, 1358.82
 24.24665, 14005, 87502.87, 1350.61
 24.16777, 14005, 87244.84, 1361.55
 24.80757, 14005, 87110.82, 1355.64
 24.21947, 14005, 88217.53, 1362.99
 24.46025, 14005, 87838.24, 1358.61
 24.23524, 14005, 87727.55, 1355.2
 24.77084, 14005, 87898.67, 1355.7
 24.38415, 14005, 88274.64, 1359.74
 24.50585, 14005, 86869.66, 1360.27
 24.50223, 14005, 88449.32, 1358.49
 24.52673, 14005, 87999.34, 1359.1
 24.81252, 14005, 87415.7, 1352.95
 24.45796, 14005, 89993.95, 1359.64
 24.15633, 14005, 83939.68, 1360.46
 24.51297, 14005, 89215.93, 1358.78
 24.481, 14005, 87580.03, 1362.38
 24.40568, 14005, 87687.34, 1359.27
 24.41916, 14005, 89259.7, 1362.83
 24.58643, 14005, 87868.47, 1364.16
 24.2921, 14005, 88318.29, 1358.89
 24.52626, 14005, 87402.34, 1354.25
 23.7116, 14005, 89886.1, 1359.19
 23.94379, 14005, 90590.98, 1349.05
 24.64778, 14005, 88731.56, 1352.74
 24.84817, 14005, 88624.05, 1351.02
 24.43031, 14005, 91726.55, 1351.59
 24.40806, 14005, 92549.55, 1359.36
 23.73431, 14005, 89788.35, 1349.8
 24.59991, 14005, 90493.11, 1357.05
 24.18167, 14005, 89407.78, 1353.03
 24.08459, 14005, 91351.09, 1343.31
 24.39165, 14005, 90128.79, 1349.91
 24.90057, 14005, 90307.58, 1356.1
 24.62888, 14005, 92695.31, 1348.55
 24.323, 14005, 88372.05, 1353.6
 24.36828, 14005, 89997.3, 1348.13
 24.56868, 14005, 90614.61, 1353.61
 24.92121, 14005, 91134.75, 1347.7
 23.8609, 14005, 91107.73, 1347.55
 24.6736, 14005, 92892.08, 1352.02
 24.23095, 14005, 91283.48, 1344.81
 24.3689, 14005, 90196.23, 1348.56
 24.53295, 14005, 92427.51, 1351.49
 25.04348, 14005, 90668.63, 1348.41
 24.58145, 14005, 91472.8, 1343.16
 24.50287, 14005, 89461.65, 1348.37
 24.67102, 14005, 89882.71, 1345.81
 24.39155, 14005, 91601.36, 1344.51
 24.37221, 14005, 86899.82, 1348.47
 24.86551, 14005, 89330.35, 1351.98
 24.1608, 14005, 91151.66, 1341.05
 24.75233, 14005, 91851.74, 1353.08
 24.32211, 14005, 91777.3, 1345.05
 24.51257, 14005, 93516.7, 1350.36
 24.70562, 14005, 91327.41, 1345.17
 24.3923, 14005, 89963.62, 1351.33
 24.25209, 14005, 90857.73, 1348.47
 24.32175, 14005, 91361.23, 1348.97
 24.17956, 14005, 91939.76, 1346.26
 24.13257, 14005, 89636.79, 1346.93
 24.68089, 14005, 89528.98, 1353.25
 24.07626, 14005, 91712.99, 1341.01
 24.77186, 14005, 88771.91, 1343.59
 24.40571, 14005, 91249.66, 1346.37
 24.28056, 14005, 93211.05, 1343.55
 24.37819, 14005, 89869.23, 1351.2
 24.4507, 14005, 91219.24, 1349.46
 24.546, 14005, 88372.05, 1345.67
 24.38935, 14005, 91239.55, 1353.86
 24.70718, 14005, 92963.29, 1346.82
 24.93146, 14005, 91026.66, 1351.67
 24.00347, 14005, 92319.09, 1355.42
 24.40939, 14005, 91209.1, 1342.66
 24.22804, 14005, 91679.14, 1343.49
 24.46449, 14005, 90753.02, 1354.05
 25.0055, 14005, 90854.37, 1353.07
 24.80797, 14005, 91682.54, 1348.57
 24.56519, 14005, 92586.84, 1342.95
 24.74718, 14005, 90135.57, 1352.17
 24.38902, 14005, 90864.45, 1344.89
 24.42855, 14005, 89256.33, 1349.34
 24.9711, 14005, 91097.59, 1349.64
 24.1231, 14005, 92061.65, 1346.11
 24.3853, 14005, 91668.98, 1344.21
 23.76217, 14005, 91885.59, 1348.68
 24.74229, 14005, 93710.37, 1344.46
 24.59332, 14005, 89485.19, 1351.29
 24.19323, 14005, 92305.49, 1349.31
 24.71683, 14005, 91516.79, 1343.36
 24.29241, 14005, 89967.0, 1343.78
 24.00138, 14005, 92756.38, 1342.77
 24.47831, 14005, 91543.84, 1351.73
 24.27584, 14005, 89505.41, 1344.75
 24.23917, 14005, 92034.57, 1348.19
 24.16336, 14005, 89212.58, 1345.79
 24.38821, 14005, 90000.69, 1347.43
 24.45231, 14005, 89690.66, 1343.48
 24.34109, 14005, 91909.3, 1347.15
 24.78165, 14005, 92525.79, 1340.34
 24.67784, 14005, 93649.2, 1340.41
 24.90413, 14005, 91286.84, 1346.62
 24.49884, 14005, 91198.98, 1347.16
 24.50811, 14005, 91067.17, 1345.74
 24.98854, 14005, 92786.91, 1344.42
 24.65348, 14005, 91030.02, 1351.65
 24.61366, 14005, 90678.76, 1343.0
 24.11083, 14005, 92546.16, 1341.77
 24.7864, 14005, 91848.38, 1334.45
 24.49191, 14005, 91848.38, 1346.95
 24.5389, 14005, 92336.02, 1347.03
 24.62363, 14005, 92363.12, 1340.3
 24.99779, 14005, 92227.61, 1345.95
 24.37919, 14005, 91320.66, 1346.32
 24.3334, 14005, 90044.51, 1346.76
 24.22513, 14005, 91716.39, 1340.24
 24.51513, 14005, 90699.0, 1344.55
 24.35534, 14005, 94128.58, 1338.88
 24.51208, 14005, 93547.27, 1345.79
 24.6887, 14005, 91067.17, 1350.02
 24.30238, 14005, 91851.74, 1339.43
 24.15178, 14005, 92454.64, 1343.14
 24.37872, 14005, 91611.51, 1346.89
 23.95402, 14005, 92895.41, 1337.19
 24.64767, 14005, 92058.25, 1345.77
 24.49649, 14005, 90510.0, 1349.25
 24.64857, 14005, 91719.75, 1343.34
 24.03285, 14005, 90391.92, 1349.96
 24.83408, 14005, 92939.55, 1346.31
 24.76851, 14005, 94846.95, 1345.76
 24.70021, 14005, 94063.97, 1345.95
 24.26074, 14005, 91743.48, 1344.26
 24.16153, 14005, 90378.39, 1348.47
 24.26008, 14005, 91107.73, 1352.74
 24.46636, 14005, 89242.84, 1342.2
 24.37411, 14005, 93092.27, 1347.98
 23.77069, 14005, 92535.98, 1344.72
 24.72266, 14005, 92176.78, 1346.97
 24.2064, 14005, 94295.27, 1348.19
 24.63469, 14005, 93465.73, 1345.16
 24.34449, 14005, 94176.21, 1345.28
 24.4957, 14005, 91597.96, 1345.74
 24.55792, 14005, 93149.95, 1339.74
 24.56465, 14005, 92210.7, 1342.61
 24.21566, 14005, 93757.95, 1348.57
 24.0173, 14005, 87824.86, 1347.67
 24.88003, 14005, 90196.23, 1344.62
 24.52204, 14005, 94128.58, 1337.93
 24.34046, 14005, 91699.46, 1348.99
 24.82126, 14005, 93346.88, 1346.8
 24.43213, 14005, 91269.97, 1344.77
 24.62591, 14005, 92288.59, 1347.63
 24.78083, 14005, 91608.12, 1340.12
 24.72271, 14005, 92868.29, 1343.87
 24.16377, 14005, 93207.67, 1350.73
 24.40384, 14005, 92641.06, 1344.24
 24.66393, 14005, 91215.85, 1340.99
 24.6633, 14005, 93893.92, 1346.37
 24.36847, 14005, 93394.42, 1344.59
 24.28552, 14005, 94853.71, 1341.48
 24.48377, 14005, 91760.37, 1347.39
 24.69938, 14005, 92610.55, 1346.3
 24.68444, 14005, 94084.34, 1347.95
 24.42405, 14005, 93102.46, 1351.39
 24.07789, 14005, 89360.65, 1348.14
 24.95302, 14005, 93540.48, 1342.05
 24.6327, 14005, 91215.85, 1357.41
 24.66658, 14005, 91084.05, 1352.98
 24.44221, 14005, 93492.88, 1344.85
 24.92069, 14005, 91229.39, 1349.89
 24.93924, 14005, 91784.09, 1338.69
 24.45225, 14005, 91516.79, 1344.99
 25.15188, 14005, 93122.77, 1346.31
 24.25048, 14005, 94622.11, 1343.85
 24.26223, 14005, 93251.8, 1348.96
 24.76284, 14005, 94485.9, 1338.64
 24.76303, 14005, 89889.48, 1343.25
 24.7017, 14005, 91151.66, 1351.64
 24.92324, 14005, 92529.2, 1339.43
 24.63698, 14005, 93445.33, 1344.36
 24.71605, 14005, 93282.35, 1338.91
 24.51723, 14005, 91178.68, 1343.65
 24.62764, 14005, 93132.98, 1347.18
 24.31549, 14005, 91675.77, 1346.09
 24.87521, 14005, 91631.77, 1344.69
 24.5321, 14005, 91283.48, 1343.9
 24.41953, 14005, 93010.8, 1335.76
 24.45701, 14005, 89215.93, 1350.07
 24.41125, 14005, 92444.47, 1346.4
 24.59489, 14005, 92919.2, 1340.33
 24.30002, 14005, 94543.78, 1343.46
 24.49667, 14005, 93513.29, 1335.42
 24.85321, 14005, 91256.41, 1346.63
 24.44303, 14005, 93163.52, 1347.03
 24.82338, 14005, 92966.7, 1342.35
 24.19258, 14005, 92878.48, 1343.86
 24.49079, 14005, 90628.13, 1342.71
 24.76432, 14005, 94475.67, 1350.28
 24.51161, 14005, 93448.74, 1342.03
