date and time, temperature, pump cooler freq, concentration, light intensity
2023-06-20 14:46:33, 23.56045, 14005, 84205.84, 1375.24
2023-06-20 14:46:43, 23.74902, 14005, 82153.56, 1364.5
2023-06-20 14:46:54, 23.47891, 14005, 82690.64, 1365.85
2023-06-20 14:47:04, 24.14293, 14005, 83543.98, 1368.5
2023-06-20 14:47:15, 23.75731, 14005, 83298.12, 1375.98
2023-06-20 14:47:25, 24.00136, 14005, 84822.07, 1373.86
2023-06-20 14:47:36, 24.09708, 14005, 81230.05, 1374.92
2023-06-20 14:47:46, 23.74851, 14005, 82359.03, 1377.39
2023-06-20 14:47:56, 24.04941, 14005, 82584.49, 1370.75
2023-06-20 14:48:07, 24.25008, 14005, 84052.79, 1367.98
2023-06-20 14:48:17, 24.06432, 14005, 82810.07, 1372.05
2023-06-20 14:48:28, 24.22791, 14005, 84418.93, 1367.05
2023-06-20 14:48:38, 23.69405, 14005, 83045.73, 1370.9
2023-06-20 14:48:48, 24.37697, 14005, 80909.4, 1369.25
2023-06-20 14:48:59, 24.30697, 14005, 83633.74, 1377.34
2023-06-20 14:49:09, 24.47694, 14005, 81071.36, 1375.39
2023-06-20 14:49:20, 24.25096, 14005, 81653.51, 1374.88
2023-06-20 14:49:30, 24.19498, 14005, 85255.52, 1374.07
2023-06-20 14:49:41, 23.44954, 14005, 83956.29, 1366.57
2023-06-20 14:49:51, 23.89238, 14005, 82647.52, 1370.17
2023-06-20 14:50:01, 24.13675, 14005, 80678.13, 1377.68
2023-06-20 14:50:12, 24.1416, 14005, 82766.95, 1369.16
2023-06-20 14:50:22, 24.16252, 14005, 81557.52, 1374.46
2023-06-20 14:50:33, 24.30326, 14005, 82863.2, 1370.53
2023-06-20 14:50:43, 23.70855, 14005, 82422.0, 1372.76
2023-06-20 14:50:53, 23.70311, 14005, 82382.22, 1371.06
2023-06-20 14:51:04, 23.89103, 14005, 84432.26, 1372.01
2023-06-20 14:51:14, 24.17422, 14005, 82909.67, 1369.75
2023-06-20 14:51:25, 24.16685, 14005, 81650.18, 1365.23
2023-06-20 14:51:35, 23.62074, 14005, 83843.2, 1370.29
2023-06-20 14:51:46, 24.01871, 14005, 83770.05, 1365.87
2023-06-20 14:51:56, 24.18769, 14005, 85152.13, 1362.08
2023-06-20 14:52:06, 23.66483, 14005, 87124.18, 1363.08
2023-06-20 14:52:17, 23.91129, 14005, 83055.7, 1363.13
2023-06-20 14:52:27, 24.04918, 14005, 83407.76, 1360.76
2023-06-20 14:52:38, 23.88754, 14005, 86170.51, 1365.61
2023-06-20 14:52:48, 24.28532, 14005, 85205.45, 1362.81
2023-06-20 14:52:58, 23.77621, 14005, 87912.11, 1360.6
2023-06-20 14:53:09, 24.01535, 14005, 85682.73, 1358.8
2023-06-20 14:53:19, 24.0505, 14005, 87623.58, 1356.19
2023-06-20 14:53:30, 24.32925, 14005, 88728.23, 1361.19
2023-06-20 14:53:40, 23.88753, 14005, 87539.74, 1347.5
2023-06-20 14:53:51, 23.53522, 14005, 90172.66, 1359.04
2023-06-20 14:54:01, 23.64568, 14005, 87650.42, 1362.38
2023-06-20 14:54:11, 24.04095, 14005, 87593.4, 1350.3
2023-06-20 14:54:22, 24.12995, 14005, 88207.48, 1354.17
2023-06-20 14:54:32, 23.8491, 14005, 86384.49, 1361.74
2023-06-20 14:54:43, 24.22936, 14005, 84448.88, 1359.81
2023-06-20 14:54:53, 24.1512, 14005, 85482.45, 1366.58
2023-06-20 14:55:03, 24.11733, 14005, 86474.83, 1369.21
2023-06-20 14:55:14, 24.08516, 14005, 84948.69, 1365.35
2023-06-20 14:55:24, 24.45969, 14005, 83145.34, 1368.81
2023-06-20 14:55:35, 24.3207, 14005, 85499.11, 1375.49
2023-06-20 14:55:45, 24.38682, 14005, 85418.99, 1367.08
2023-06-20 14:55:55, 23.72519, 14005, 84622.1, 1369.45
2023-06-20 14:56:06, 24.47079, 14005, 83474.21, 1361.87
2023-06-20 14:56:16, 23.99366, 14005, 83909.71, 1370.0
2023-06-20 14:56:27, 24.4711, 14005, 89559.29, 1359.62
2023-06-20 14:56:37, 23.97417, 14005, 83726.84, 1364.41
2023-06-20 14:56:48, 23.80608, 14005, 85132.09, 1363.9
2023-06-20 14:56:58, 24.65902, 14005, 84848.72, 1371.08
2023-06-20 14:57:08, 24.60014, 14005, 85068.75, 1366.12
2023-06-20 14:57:19, 24.14724, 14005, 85893.16, 1367.74
2023-06-20 14:57:29, 24.05766, 14005, 86899.82, 1368.73
2023-06-20 14:57:40, 24.28133, 14005, 85365.59, 1365.35
2023-06-20 14:57:50, 24.35064, 14005, 87536.44, 1361.49
2023-06-20 14:58:00, 24.52702, 14005, 85836.35, 1364.15
2023-06-20 14:58:11, 24.0096, 14005, 88832.46, 1365.04
2023-06-20 14:58:21, 23.77309, 14005, 84222.52, 1358.29
2023-06-20 14:58:32, 24.26339, 14005, 87965.77, 1351.43
2023-06-20 14:58:42, 24.31581, 14005, 87992.64, 1358.21
2023-06-20 14:58:52, 23.95645, 14005, 86936.65, 1355.81
2023-06-20 14:59:03, 23.57193, 14005, 89158.71, 1358.95
2023-06-20 14:59:13, 24.45045, 14005, 86193.94, 1350.7
2023-06-20 14:59:24, 23.87379, 14005, 88422.39, 1360.37
2023-06-20 14:59:34, 24.08806, 14005, 87777.9, 1357.46
2023-06-20 14:59:45, 24.01766, 14005, 89454.92, 1361.06
2023-06-20 14:59:55, 24.29142, 14005, 87905.38, 1358.06
2023-06-20 15:00:05, 24.48686, 14005, 88751.76, 1355.1
2023-06-20 15:00:16, 23.64122, 14005, 89252.95, 1353.3
2023-06-20 15:00:26, 23.83453, 14005, 89747.94, 1363.37
2023-06-20 15:00:37, 23.65787, 14005, 88553.43, 1354.5
2023-06-20 15:00:47, 24.18473, 14005, 86341.02, 1353.76
2023-06-20 15:00:57, 24.00313, 14005, 89010.67, 1350.6
2023-06-20 15:01:08, 23.57549, 14005, 89384.21, 1352.45
2023-06-20 15:01:18, 24.2576, 14005, 89973.74, 1352.94
2023-06-20 15:01:29, 24.10778, 14005, 88818.99, 1352.18
2023-06-20 15:01:39, 23.71838, 14005, 90263.71, 1350.43
2023-06-20 15:01:50, 23.6478, 14005, 90344.68, 1349.05
2023-06-20 15:02:00, 24.40785, 14005, 88523.23, 1350.47
2023-06-20 15:02:10, 24.35663, 14005, 90526.84, 1347.21
2023-06-20 15:02:21, 23.79863, 14005, 89768.12, 1356.59
2023-06-20 15:02:31, 23.95671, 14005, 90695.61, 1352.54
2023-06-20 15:02:42, 24.51097, 14005, 91148.3, 1354.33
2023-06-20 15:02:52, 24.37267, 14005, 89212.58, 1350.71
2023-06-20 15:03:02, 24.18048, 14005, 90678.76, 1346.43
2023-06-20 15:03:13, 24.01177, 14005, 88526.57, 1349.47
2023-06-20 15:03:23, 23.99304, 14005, 88133.59, 1342.08
2023-06-20 15:03:34, 24.07526, 14005, 91178.68, 1353.45
2023-06-20 15:03:44, 24.47842, 14005, 88943.42, 1348.34
2023-06-20 15:03:55, 23.81558, 14005, 89051.02, 1360.3
2023-06-20 15:04:05, 24.16957, 14005, 91175.32, 1343.28
2023-06-20 15:04:15, 23.62082, 14005, 89030.88, 1350.75
2023-06-20 15:04:26, 23.71929, 14005, 87717.48, 1361.48
2023-06-20 15:04:36, 24.59544, 14005, 88116.84, 1363.65
2023-06-20 15:04:47, 24.15917, 14005, 87509.58, 1354.9
2023-06-20 15:04:57, 24.2368, 14005, 89121.7, 1350.5
2023-06-20 15:05:08, 24.59836, 14005, 89849.03, 1351.46
2023-06-20 15:05:18, 24.05503, 14005, 88640.81, 1344.91
2023-06-20 15:05:28, 24.06237, 14005, 92349.57, 1350.48
2023-06-20 15:05:39, 24.06046, 14005, 89498.68, 1353.72
2023-06-20 15:05:49, 23.67248, 14005, 91057.03, 1344.25
2023-06-20 15:06:00, 24.41453, 14005, 92224.21, 1350.58
2023-06-20 15:06:10, 24.07523, 14005, 89188.99, 1350.47
2023-06-20 15:06:20, 24.40582, 14005, 88546.71, 1354.34
2023-06-20 15:06:31, 23.97385, 14005, 89609.8, 1356.66
2023-06-20 15:06:41, 24.33996, 14005, 88519.84, 1354.29
2023-06-20 15:06:52, 23.80319, 14005, 92756.38, 1350.72
2023-06-20 15:07:02, 24.56751, 14005, 89377.49, 1349.07
2023-06-20 15:07:12, 24.28844, 14005, 91185.46, 1350.46
2023-06-20 15:07:23, 23.7947, 14005, 87683.97, 1353.51
2023-06-20 15:07:33, 24.56461, 14005, 90827.3, 1344.59
2023-06-20 15:07:44, 24.2022, 14005, 91128.0, 1347.23
2023-06-20 15:07:54, 24.31223, 14005, 91560.76, 1352.78
2023-06-20 15:08:05, 24.24573, 14005, 89805.23, 1345.91
2023-06-20 15:08:15, 24.37109, 14005, 91564.15, 1346.12
2023-06-20 15:08:25, 23.98661, 14005, 91300.36, 1347.78
2023-06-20 15:08:36, 24.14442, 14005, 90415.51, 1350.61
2023-06-20 15:08:46, 23.85114, 14005, 88409.0, 1354.19
2023-06-20 15:08:57, 24.2864, 14005, 90746.28, 1347.56
2023-06-20 15:09:07, 24.56588, 14005, 87697.41, 1350.93
2023-06-20 15:09:17, 23.98867, 14005, 90834.09, 1349.96
2023-06-20 15:09:28, 23.72645, 14005, 91432.25, 1352.06
2023-06-20 15:09:38, 24.38578, 14005, 88086.59, 1351.57
2023-06-20 15:09:49, 24.48693, 14005, 92946.33, 1347.88
2023-06-20 15:09:59, 24.30948, 14005, 91330.78, 1349.14
2023-06-20 15:10:09, 24.06186, 14005, 88587.09, 1348.72
2023-06-20 15:10:20, 24.44189, 14005, 92207.3, 1352.65
2023-06-20 15:10:30, 23.86549, 14005, 90364.88, 1337.82
2023-06-20 15:10:41, 23.99098, 14005, 92925.98, 1350.65
2023-06-20 15:10:51, 24.36443, 14005, 91283.48, 1339.9
2023-06-20 15:11:02, 24.12169, 14005, 91307.14, 1343.37
2023-06-20 15:11:12, 24.07496, 14005, 92417.38, 1345.85
2023-06-20 15:11:22, 24.51281, 14005, 93071.89, 1343.57
2023-06-20 15:11:33, 23.98726, 14005, 93275.53, 1347.37
2023-06-20 15:11:43, 23.8872, 14005, 90749.66, 1350.73
2023-06-20 15:11:54, 24.11342, 14005, 91128.0, 1352.41
2023-06-20 15:12:04, 24.39019, 14005, 88160.48, 1348.68
2023-06-20 15:12:14, 23.56088, 14005, 89343.84, 1355.27
2023-06-20 15:12:25, 24.8536, 14005, 89077.98, 1350.79
2023-06-20 15:12:35, 24.42954, 14005, 92535.98, 1342.51
2023-06-20 15:12:46, 24.38038, 14005, 91009.73, 1351.11
2023-06-20 15:12:56, 24.51122, 14005, 91138.14, 1346.18
2023-06-20 15:13:07, 24.08438, 14005, 88681.16, 1348.84
2023-06-20 15:13:17, 23.65109, 14005, 90449.23, 1346.4
2023-06-20 15:13:27, 23.97367, 14005, 92041.34, 1345.44
2023-06-20 15:13:38, 24.41711, 14005, 95361.63, 1343.95
2023-06-20 15:13:48, 23.58103, 14005, 89973.74, 1351.36
2023-06-20 15:13:59, 23.98418, 14005, 90192.84, 1346.59
2023-06-20 15:14:09, 23.90314, 14005, 90378.39, 1357.13
2023-06-20 15:14:19, 23.87639, 14005, 92573.26, 1348.32
2023-06-20 15:14:30, 24.36037, 14005, 91371.36, 1346.34
2023-06-20 15:14:40, 24.11375, 14005, 88886.23, 1352.1
2023-06-20 15:14:51, 23.82186, 14005, 90631.49, 1346.62
2023-06-20 15:15:01, 24.59805, 14005, 91848.38, 1344.94
2023-06-20 15:15:12, 23.89865, 14005, 90415.51, 1350.86
2023-06-20 15:15:22, 24.04605, 14005, 92956.51, 1349.24
2023-06-20 15:15:32, 23.96364, 14005, 91804.35, 1342.12
2023-06-20 15:15:43, 24.28205, 14005, 90810.45, 1353.59
2023-06-20 15:15:53, 24.07797, 14005, 94591.46, 1350.04
2023-06-20 15:16:04, 24.25303, 14005, 91953.33, 1346.29
2023-06-20 15:16:14, 24.61187, 14005, 90685.54, 1355.45
2023-06-20 15:16:24, 24.04109, 14005, 89670.46, 1352.89
2023-06-20 15:16:35, 24.34604, 14005, 89737.82, 1353.93
2023-06-20 15:16:45, 24.08312, 14005, 90557.25, 1351.06
2023-06-20 15:16:56, 24.34105, 14005, 90425.64, 1350.91
2023-06-20 15:17:06, 24.1384, 14005, 90962.42, 1354.58
2023-06-20 15:17:17, 24.70831, 14005, 91543.84, 1348.74
2023-06-20 15:17:27, 23.7101, 14005, 89229.38, 1346.36
2023-06-20 15:17:37, 24.78281, 14005, 88069.84, 1348.98
2023-06-20 15:17:48, 24.13447, 14005, 87291.72, 1355.44
2023-06-20 15:17:58, 24.62919, 14005, 95003.66, 1350.2
2023-06-20 15:18:09, 24.11147, 14005, 89771.49, 1352.19
2023-06-20 15:18:19, 24.4432, 14005, 92220.81, 1349.96
2023-06-20 15:18:29, 23.87879, 14005, 89306.76, 1349.69
2023-06-20 15:18:40, 24.34343, 14005, 89609.8, 1345.81
2023-06-20 15:18:50, 24.34466, 14005, 90324.42, 1355.51
2023-06-20 15:19:01, 24.15939, 14005, 90364.88, 1356.31
2023-06-20 15:19:11, 24.21935, 14005, 90358.14, 1349.99
2023-06-20 15:19:22, 23.72083, 14005, 92522.43, 1346.67
2023-06-20 15:19:32, 24.34131, 14005, 90432.38, 1348.76
2023-06-20 15:19:42, 24.30136, 14005, 88973.69, 1346.52
2023-06-20 15:19:53, 24.59637, 14005, 90132.18, 1354.37
2023-06-20 15:20:03, 24.47634, 14005, 88795.48, 1353.26
2023-06-20 15:20:14, 24.16664, 14005, 90429.02, 1349.85
2023-06-20 15:20:24, 24.32253, 14005, 91905.93, 1350.7
2023-06-20 15:20:34, 24.52736, 14005, 91215.85, 1350.63
2023-06-20 15:20:45, 23.88137, 14005, 89337.08, 1352.12
2023-06-20 15:20:55, 24.60714, 14005, 89535.72, 1341.44
2023-06-20 15:21:06, 24.10082, 14005, 89145.26, 1347.07
2023-06-20 15:21:16, 24.64828, 14005, 90614.61, 1347.68
2023-06-20 15:21:26, 24.29913, 14005, 90294.06, 1347.97
2023-06-20 15:21:37, 23.71962, 14005, 90307.58, 1348.27
2023-06-20 15:21:47, 24.13773, 14005, 91445.77, 1348.29
2023-06-20 15:21:58, 24.51663, 14005, 91344.32, 1349.47
2023-06-20 15:22:08, 23.9088, 14005, 91814.52, 1348.88
2023-06-20 15:22:19, 24.01538, 14005, 90594.37, 1352.02
2023-06-20 15:22:29, 24.4009, 14005, 90668.63, 1350.98
2023-06-20 15:22:39, 24.63306, 14005, 92170.05, 1341.8
2023-06-20 15:22:50, 24.15207, 14005, 88086.59, 1347.36
2023-06-20 15:23:00, 24.79246, 14005, 90304.2, 1356.04
2023-06-20 15:23:11, 24.81234, 14005, 88866.06, 1352.26
2023-06-20 15:23:21, 24.56381, 14005, 90928.67, 1351.45
2023-06-20 15:23:31, 24.50524, 14005, 90027.64, 1348.48
2023-06-20 15:23:42, 23.86351, 14005, 90607.9, 1349.75
2023-06-20 15:23:52, 24.47645, 14005, 89771.49, 1359.41
2023-06-20 15:24:03, 24.53786, 14005, 88385.45, 1358.21
2023-06-20 15:24:13, 24.54462, 14005, 87385.57, 1355.69
2023-06-20 15:24:24, 24.44428, 14005, 91111.13, 1357.37
2023-06-20 15:24:34, 24.64717, 14005, 88267.92, 1358.82
2023-06-20 15:24:44, 24.24665, 14005, 87502.87, 1350.61
2023-06-20 15:24:55, 24.16777, 14005, 87244.84, 1361.55
2023-06-20 15:25:05, 24.80757, 14005, 87110.82, 1355.64
2023-06-20 15:25:16, 24.21947, 14005, 88217.53, 1362.99
2023-06-20 15:25:26, 24.46025, 14005, 87838.24, 1358.61
2023-06-20 15:25:36, 24.23524, 14005, 87727.55, 1355.2
2023-06-20 15:25:47, 24.77084, 14005, 87898.67, 1355.7
2023-06-20 15:25:57, 24.38415, 14005, 88274.64, 1359.74
2023-06-20 15:26:08, 24.50585, 14005, 86869.66, 1360.27
2023-06-20 15:26:18, 24.50223, 14005, 88449.32, 1358.49
2023-06-20 15:26:29, 24.52673, 14005, 87999.34, 1359.1
2023-06-20 15:26:39, 24.81252, 14005, 87415.7, 1352.95
2023-06-20 15:26:49, 24.45796, 14005, 89993.95, 1359.64
2023-06-20 15:27:00, 24.15633, 14005, 83939.68, 1360.46
2023-06-20 15:27:10, 24.51297, 14005, 89215.93, 1358.78
2023-06-20 15:27:21, 24.481, 14005, 87580.03, 1362.38
2023-06-20 15:27:31, 24.40568, 14005, 87687.34, 1359.27
2023-06-20 15:27:41, 24.41916, 14005, 89259.7, 1362.83
2023-06-20 15:27:52, 24.58643, 14005, 87868.47, 1364.16
2023-06-20 15:28:02, 24.2921, 14005, 88318.29, 1358.89
2023-06-20 15:28:13, 24.52626, 14005, 87402.34, 1354.25
2023-06-20 15:28:23, 23.7116, 14005, 89886.1, 1359.19
2023-06-20 15:28:34, 23.94379, 14005, 90590.98, 1349.05
2023-06-20 15:28:44, 24.64778, 14005, 88731.56, 1352.74
2023-06-20 15:28:54, 24.84817, 14005, 88624.05, 1351.02
2023-06-20 15:29:05, 24.43031, 14005, 91726.55, 1351.59
2023-06-20 15:29:15, 24.40806, 14005, 92549.55, 1359.36
2023-06-20 15:29:26, 23.73431, 14005, 89788.35, 1349.8
2023-06-20 15:29:36, 24.59991, 14005, 90493.11, 1357.05
2023-06-20 15:29:46, 24.18167, 14005, 89407.78, 1353.03
2023-06-20 15:29:57, 24.08459, 14005, 91351.09, 1343.31
2023-06-20 15:30:07, 24.39165, 14005, 90128.79, 1349.91
2023-06-20 15:30:18, 24.90057, 14005, 90307.58, 1356.1
2023-06-20 15:30:28, 24.62888, 14005, 92695.31, 1348.55
2023-06-20 15:30:39, 24.323, 14005, 88372.05, 1353.6
2023-06-20 15:30:49, 24.36828, 14005, 89997.3, 1348.13
2023-06-20 15:30:59, 24.56868, 14005, 90614.61, 1353.61
2023-06-20 15:31:10, 24.92121, 14005, 91134.75, 1347.7
2023-06-20 15:31:20, 23.8609, 14005, 91107.73, 1347.55
2023-06-20 15:31:31, 24.6736, 14005, 92892.08, 1352.02
2023-06-20 15:31:41, 24.23095, 14005, 91283.48, 1344.81
2023-06-20 15:31:51, 24.3689, 14005, 90196.23, 1348.56
2023-06-20 15:32:02, 24.53295, 14005, 92427.51, 1351.49
2023-06-20 15:32:12, 25.04348, 14005, 90668.63, 1348.41
2023-06-20 15:32:23, 24.58145, 14005, 91472.8, 1343.16
2023-06-20 15:32:33, 24.50287, 14005, 89461.65, 1348.37
2023-06-20 15:32:44, 24.67102, 14005, 89882.71, 1345.81
2023-06-20 15:32:54, 24.39155, 14005, 91601.36, 1344.51
2023-06-20 15:33:04, 24.37221, 14005, 86899.82, 1348.47
2023-06-20 15:33:15, 24.86551, 14005, 89330.35, 1351.98
2023-06-20 15:33:25, 24.1608, 14005, 91151.66, 1341.05
2023-06-20 15:33:36, 24.75233, 14005, 91851.74, 1353.08
2023-06-20 15:33:46, 24.32211, 14005, 91777.3, 1345.05
2023-06-20 15:33:56, 24.51257, 14005, 93516.7, 1350.36
2023-06-20 15:34:07, 24.70562, 14005, 91327.41, 1345.17
2023-06-20 15:34:17, 24.3923, 14005, 89963.62, 1351.33
2023-06-20 15:34:28, 24.25209, 14005, 90857.73, 1348.47
2023-06-20 15:34:38, 24.32175, 14005, 91361.23, 1348.97
2023-06-20 15:34:48, 24.17956, 14005, 91939.76, 1346.26
2023-06-20 15:34:59, 24.13257, 14005, 89636.79, 1346.93
2023-06-20 15:35:09, 24.68089, 14005, 89528.98, 1353.25
2023-06-20 15:35:20, 24.07626, 14005, 91712.99, 1341.01
2023-06-20 15:35:30, 24.77186, 14005, 88771.91, 1343.59
2023-06-20 15:35:41, 24.40571, 14005, 91249.66, 1346.37
2023-06-20 15:35:51, 24.28056, 14005, 93211.05, 1343.55
2023-06-20 15:36:01, 24.37819, 14005, 89869.23, 1351.2
2023-06-20 15:36:12, 24.4507, 14005, 91219.24, 1349.46
2023-06-20 15:36:22, 24.546, 14005, 88372.05, 1345.67
2023-06-20 15:36:33, 24.38935, 14005, 91239.55, 1353.86
2023-06-20 15:36:43, 24.70718, 14005, 92963.29, 1346.82
2023-06-20 15:36:53, 24.93146, 14005, 91026.66, 1351.67
2023-06-20 15:37:04, 24.00347, 14005, 92319.09, 1355.42
2023-06-20 15:37:14, 24.40939, 14005, 91209.1, 1342.66
2023-06-20 15:37:25, 24.22804, 14005, 91679.14, 1343.49
2023-06-20 15:37:35, 24.46449, 14005, 90753.02, 1354.05
2023-06-20 15:37:45, 25.0055, 14005, 90854.37, 1353.07
2023-06-20 15:37:56, 24.80797, 14005, 91682.54, 1348.57
2023-06-20 15:38:06, 24.56519, 14005, 92586.84, 1342.95
2023-06-20 15:38:17, 24.74718, 14005, 90135.57, 1352.17
2023-06-20 15:38:27, 24.38902, 14005, 90864.45, 1344.89
2023-06-20 15:38:38, 24.42855, 14005, 89256.33, 1349.34
2023-06-20 15:38:48, 24.9711, 14005, 91097.59, 1349.64
2023-06-20 15:38:58, 24.1231, 14005, 92061.65, 1346.11
2023-06-20 15:39:09, 24.3853, 14005, 91668.98, 1344.21
2023-06-20 15:39:19, 23.76217, 14005, 91885.59, 1348.68
2023-06-20 15:39:30, 24.74229, 14005, 93710.37, 1344.46
2023-06-20 15:39:40, 24.59332, 14005, 89485.19, 1351.29
2023-06-20 15:39:50, 24.19323, 14005, 92305.49, 1349.31
2023-06-20 15:40:01, 24.71683, 14005, 91516.79, 1343.36
2023-06-20 15:40:11, 24.29241, 14005, 89967.0, 1343.78
2023-06-20 15:40:22, 24.00138, 14005, 92756.38, 1342.77
2023-06-20 15:40:32, 24.47831, 14005, 91543.84, 1351.73
2023-06-20 15:40:43, 24.27584, 14005, 89505.41, 1344.75
2023-06-20 15:40:53, 24.23917, 14005, 92034.57, 1348.19
2023-06-20 15:41:03, 24.16336, 14005, 89212.58, 1345.79
2023-06-20 15:41:14, 24.38821, 14005, 90000.69, 1347.43
2023-06-20 15:41:24, 24.45231, 14005, 89690.66, 1343.48
2023-06-20 15:41:35, 24.34109, 14005, 91909.3, 1347.15
2023-06-20 15:41:45, 24.78165, 14005, 92525.79, 1340.34
2023-06-20 15:41:55, 24.67784, 14005, 93649.2, 1340.41
2023-06-20 15:42:06, 24.90413, 14005, 91286.84, 1346.62
2023-06-20 15:42:16, 24.49884, 14005, 91198.98, 1347.16
2023-06-20 15:42:27, 24.50811, 14005, 91067.17, 1345.74
2023-06-20 15:42:37, 24.98854, 14005, 92786.91, 1344.42
2023-06-20 15:42:48, 24.65348, 14005, 91030.02, 1351.65
2023-06-20 15:42:58, 24.61366, 14005, 90678.76, 1343.0
2023-06-20 15:43:08, 24.11083, 14005, 92546.16, 1341.77
2023-06-20 15:43:19, 24.7864, 14005, 91848.38, 1334.45
2023-06-20 15:43:29, 24.49191, 14005, 91848.38, 1346.95
2023-06-20 15:43:40, 24.5389, 14005, 92336.02, 1347.03
2023-06-20 15:43:50, 24.62363, 14005, 92363.12, 1340.3
2023-06-20 15:44:00, 24.99779, 14005, 92227.61, 1345.95
2023-06-20 15:44:11, 24.37919, 14005, 91320.66, 1346.32
2023-06-20 15:44:21, 24.3334, 14005, 90044.51, 1346.76
2023-06-20 15:44:32, 24.22513, 14005, 91716.39, 1340.24
2023-06-20 15:44:42, 24.51513, 14005, 90699.0, 1344.55
2023-06-20 15:44:53, 24.35534, 14005, 94128.58, 1338.88
2023-06-20 15:45:03, 24.51208, 14005, 93547.27, 1345.79
2023-06-20 15:45:13, 24.6887, 14005, 91067.17, 1350.02
2023-06-20 15:45:24, 24.30238, 14005, 91851.74, 1339.43
2023-06-20 15:45:34, 24.15178, 14005, 92454.64, 1343.14
2023-06-20 15:45:45, 24.37872, 14005, 91611.51, 1346.89
2023-06-20 15:45:55, 23.95402, 14005, 92895.41, 1337.19
2023-06-20 15:46:05, 24.64767, 14005, 92058.25, 1345.77
2023-06-20 15:46:16, 24.49649, 14005, 90510.0, 1349.25
2023-06-20 15:46:26, 24.64857, 14005, 91719.75, 1343.34
2023-06-20 15:46:37, 24.03285, 14005, 90391.92, 1349.96
2023-06-20 15:46:47, 24.83408, 14005, 92939.55, 1346.31
2023-06-20 15:46:57, 24.76851, 14005, 94846.95, 1345.76
2023-06-20 15:47:08, 24.70021, 14005, 94063.97, 1345.95
2023-06-20 15:47:18, 24.26074, 14005, 91743.48, 1344.26
2023-06-20 15:47:29, 24.16153, 14005, 90378.39, 1348.47
2023-06-20 15:47:39, 24.26008, 14005, 91107.73, 1352.74
2023-06-20 15:47:50, 24.46636, 14005, 89242.84, 1342.2
2023-06-20 15:48:00, 24.37411, 14005, 93092.27, 1347.98
2023-06-20 15:48:10, 23.77069, 14005, 92535.98, 1344.72
2023-06-20 15:48:21, 24.72266, 14005, 92176.78, 1346.97
2023-06-20 15:48:31, 24.2064, 14005, 94295.27, 1348.19
2023-06-20 15:48:42, 24.63469, 14005, 93465.73, 1345.16
2023-06-20 15:48:52, 24.34449, 14005, 94176.21, 1345.28
2023-06-20 15:49:02, 24.4957, 14005, 91597.96, 1345.74
2023-06-20 15:49:13, 24.55792, 14005, 93149.95, 1339.74
2023-06-20 15:49:23, 24.56465, 14005, 92210.7, 1342.61
2023-06-20 15:49:34, 24.21566, 14005, 93757.95, 1348.57
2023-06-20 15:49:44, 24.0173, 14005, 87824.86, 1347.67
2023-06-20 15:49:55, 24.88003, 14005, 90196.23, 1344.62
2023-06-20 15:50:05, 24.52204, 14005, 94128.58, 1337.93
2023-06-20 15:50:15, 24.34046, 14005, 91699.46, 1348.99
2023-06-20 15:50:26, 24.82126, 14005, 93346.88, 1346.8
2023-06-20 15:50:36, 24.43213, 14005, 91269.97, 1344.77
2023-06-20 15:50:47, 24.62591, 14005, 92288.59, 1347.63
2023-06-20 15:50:57, 24.78083, 14005, 91608.12, 1340.12
2023-06-20 15:51:07, 24.72271, 14005, 92868.29, 1343.87
2023-06-20 15:51:18, 24.16377, 14005, 93207.67, 1350.73
2023-06-20 15:51:28, 24.40384, 14005, 92641.06, 1344.24
2023-06-20 15:51:39, 24.66393, 14005, 91215.85, 1340.99
2023-06-20 15:51:49, 24.6633, 14005, 93893.92, 1346.37
2023-06-20 15:52:00, 24.36847, 14005, 93394.42, 1344.59
2023-06-20 15:52:10, 24.28552, 14005, 94853.71, 1341.48
2023-06-20 15:52:20, 24.48377, 14005, 91760.37, 1347.39
2023-06-20 15:52:31, 24.69938, 14005, 92610.55, 1346.3
2023-06-20 15:52:41, 24.68444, 14005, 94084.34, 1347.95
2023-06-20 15:52:52, 24.42405, 14005, 93102.46, 1351.39
2023-06-20 15:53:02, 24.07789, 14005, 89360.65, 1348.14
2023-06-20 15:53:13, 24.95302, 14005, 93540.48, 1342.05
2023-06-20 15:53:23, 24.6327, 14005, 91215.85, 1357.41
2023-06-20 16:00:37, 24.66658, 14005, 91084.05, 1352.98
2023-06-20 16:00:48, 24.44221, 14005, 93492.88, 1344.85
2023-06-20 16:00:58, 24.92069, 14005, 91229.39, 1349.89
2023-06-20 16:01:09, 24.93924, 14005, 91784.09, 1338.69
2023-06-20 16:01:19, 24.45225, 14005, 91516.79, 1344.99
2023-06-20 16:01:29, 25.15188, 14005, 93122.77, 1346.31
2023-06-20 16:01:40, 24.25048, 14005, 94622.11, 1343.85
2023-06-20 16:01:50, 24.26223, 14005, 93251.8, 1348.96
2023-06-20 16:02:01, 24.76284, 14005, 94485.9, 1338.64
2023-06-20 16:02:11, 24.76303, 14005, 89889.48, 1343.25
2023-06-20 16:02:22, 24.7017, 14005, 91151.66, 1351.64
2023-06-20 16:02:32, 24.92324, 14005, 92529.2, 1339.43
2023-06-20 16:02:42, 24.63698, 14005, 93445.33, 1344.36
